confusion_set	expected	target	suggestion	masked_sentence
To,Too,Two,to,too,two	Too	too	to	At one point, Trump the former vice-president, “You’re too honest,” a phrase that the Pence campaign has since capitalized on by selling “[MASK] Honest”
To,Too,Two,to,too,two	Too	two	to	At one point, Trump the former vice-president, “You’re too honest,” a phrase that the Pence campaign has since capitalized on by selling “[MASK] Honest”
To,Too,Two,to,too,two	Too	Two	to	Casa Leo has you covered with its Leo’s Loo [MASK] Self-Cleaning Litter Box.
To,Too,Two,to,too,two	Too	too	to	Casa Leo has you covered with its Leo’s Loo [MASK] Self-Cleaning Litter Box.
To,Too,Two,to,too,two	Too	two	to	Casa Leo has you covered with its Leo’s Loo [MASK] Self-Cleaning Litter Box.
To,Too,Two,to,too,two	Too	Two	to	Devon hunk joining Netflix [MASK] Hot To Handle cast in search for love The Prince Charming look-a-like has described the British gentleman as "like a cup of English Breakfast tea"
To,Too,Two,to,too,two	Too	too	to	Devon hunk joining Netflix [MASK] Hot To Handle cast in search for love The Prince Charming look-a-like has described the British gentleman as "like a cup of English Breakfast tea"
To,Too,Two,to,too,two	Too	two	to	Devon hunk joining Netflix [MASK] Hot To Handle cast in search for love The Prince Charming look-a-like has described the British gentleman as "like a cup of English Breakfast tea"
To,Too,Two,to,too,two	Too	To	Two	Erin also swears by using an eyelid primer and she loves her [MASK] Faced option.
To,Too,Two,to,too,two	Too	to	Two	Erin also swears by using an eyelid primer and she loves her [MASK] Faced option.
To,Too,Two,to,too,two	Too	too	Two	Erin also swears by using an eyelid primer and she loves her [MASK] Faced option.
To,Too,Two,to,too,two	Too	Two	To	Following The Good Trip Tour, Wiz will continue touring for the High School Reunion Tour with Snoop Dogg, [MASK] $hort, Warren G, and Berner, along with special performer DJ Drama.
To,Too,Two,to,too,two	Too	too	To	Following The Good Trip Tour, Wiz will continue touring for the High School Reunion Tour with Snoop Dogg, [MASK] $hort, Warren G, and Berner, along with special performer DJ Drama.
To,Too,Two,to,too,two	Too	two	To	Following The Good Trip Tour, Wiz will continue touring for the High School Reunion Tour with Snoop Dogg, [MASK] $hort, Warren G, and Berner, along with special performer DJ Drama.
To,Too,Two,to,too,two	Too	too	Two	His books include “Slouching Toward Tyranny: Mass Incarceration, Death Sentences and Racism” and his forthcoming “[MASK] Close to the Flame”.
To,Too,Two,to,too,two	Too	To	Two	In the show and the game, Ellie's go-to reading material is and a tattered joke book titled No Pun Intended: Volume [MASK] by Will Livingston.
To,Too,Two,to,too,two	Too	to	Two	In the show and the game, Ellie's go-to reading material is and a tattered joke book titled No Pun Intended: Volume [MASK] by Will Livingston.
To,Too,Two,to,too,two	Too	too	Two	In the show and the game, Ellie's go-to reading material is and a tattered joke book titled No Pun Intended: Volume [MASK] by Will Livingston.
To,Too,Two,to,too,two	Too	Two	to	Just when [MASK] was about to leave after deleting the bodies of all the women, Lilly gives her location up.
To,Too,Two,to,too,two	Too	Two	To	“Long Live Coolio” will be the first posthumous album release from the “Gangsta’s Paradise” star and the first single, “TAG 'You It,’” dropped Friday featuring [MASK] $hort and DJ Wino.
To,Too,Two,to,too,two	Too	too	To	“Long Live Coolio” will be the first posthumous album release from the “Gangsta’s Paradise” star and the first single, “TAG 'You It,’” dropped Friday featuring [MASK] $hort and DJ Wino.
To,Too,Two,to,too,two	Too	two	To	“Long Live Coolio” will be the first posthumous album release from the “Gangsta’s Paradise” star and the first single, “TAG 'You It,’” dropped Friday featuring [MASK] $hort and DJ Wino.
To,Too,Two,to,too,two	Too	Two	to	Non-Injury Motor Vehicle Accident/Following [MASK] Closely: North Berthoud Parkway/Bunyan Avenue — A vehicle was turning onto Bunyan Avenue from North Berthoud Parkway and was struck by the vehicle following behind.
To,Too,Two,to,too,two	Too	too	to	Non-Injury Motor Vehicle Accident/Following [MASK] Closely: North Berthoud Parkway/Bunyan Avenue — A vehicle was turning onto Bunyan Avenue from North Berthoud Parkway and was struck by the vehicle following behind.
To,Too,Two,to,too,two	Too	two	to	Non-Injury Motor Vehicle Accident/Following [MASK] Closely: North Berthoud Parkway/Bunyan Avenue — A vehicle was turning onto Bunyan Avenue from North Berthoud Parkway and was struck by the vehicle following behind.
To,Too,Two,to,too,two	Too	To	Two	The other seven-figure yearling engaged on Monday is Invincible Madison, a $1.2m I Am Invincible-Super [MASK] filly who was bought by American interests at Magic Millions.
To,Too,Two,to,too,two	Too	to	Two	The other seven-figure yearling engaged on Monday is Invincible Madison, a $1.2m I Am Invincible-Super [MASK] filly who was bought by American interests at Magic Millions.
To,Too,Two,to,too,two	Too	too	Two	The other seven-figure yearling engaged on Monday is Invincible Madison, a $1.2m I Am Invincible-Super [MASK] filly who was bought by American interests at Magic Millions.
To,Too,Two,to,too,two	Too	To	Two	“They couldn’t have been nicer and were incredibly complimentary about King’s Lynn, they even enjoyed a bottle of Festival [MASK] gin from our neighbours at WhataHoot.
To,Too,Two,to,too,two	Too	To	two	This team appears very talented on paper, but as Jerry Reinsdorf lamented in an email response, “[MASK] bad games are not played on paper.”
To,Too,Two,to,too,two	Too	to	two	This team appears very talented on paper, but as Jerry Reinsdorf lamented in an email response, “[MASK] bad games are not played on paper.”
To,Too,Two,to,too,two	Two	Too	to	ACCIDENT WITH INJURY—[MASK] vehicle crash at Center Street/U.
To,Too,Two,to,too,two	Two	too	to	ACCIDENT WITH INJURY—[MASK] vehicle crash at Center Street/U.
To,Too,Two,to,too,two	Two	two	to	ACCIDENT WITH INJURY—[MASK] vehicle crash at Center Street/U.
To,Too,Two,to,too,two	Two	Too	to	Action from the Welsh [MASK] Day Enduro.
To,Too,Two,to,too,two	Two	too	to	Action from the Welsh [MASK] Day Enduro.
To,Too,Two,to,too,two	Two	two	to	Action from the Welsh [MASK] Day Enduro.
To,Too,Two,to,too,two	Two	Too	to	Anantara [MASK] Bedroom Beach Pool Villa is spacious, sumptuous and boasts an unrivalled beachfront position.
To,Too,Two,to,too,two	Two	too	to	Anantara [MASK] Bedroom Beach Pool Villa is spacious, sumptuous and boasts an unrivalled beachfront position.
To,Too,Two,to,too,two	Two	two	to	Anantara [MASK] Bedroom Beach Pool Villa is spacious, sumptuous and boasts an unrivalled beachfront position.
To,Too,Two,to,too,two	Two	Too	to	Binhi at Ani Filipino Community Center Hosts [MASK]…
To,Too,Two,to,too,two	Two	too	to	Binhi at Ani Filipino Community Center Hosts [MASK]…
To,Too,Two,to,too,two	Two	Too	to	Bringing you guys a video breaking down my thoughts on an exciting Day [MASK] Pittsburgh Steelers’ draft.
To,Too,Two,to,too,two	Two	too	to	Bringing you guys a video breaking down my thoughts on an exciting Day [MASK] Pittsburgh Steelers’ draft.
To,Too,Two,to,too,two	Two	two	to	Bringing you guys a video breaking down my thoughts on an exciting Day [MASK] Pittsburgh Steelers’ draft.
To,Too,Two,to,too,two	Two	Too	to	But in an article headlined “Biden Could Lose First [MASK] ’24 Contests to RFK Jr.,” Axios reported, “If Biden isn’t on the ballot, some Democrats have floated a write-in campaign in Iowa and New Hampshire.”
To,Too,Two,to,too,two	Two	too	to	But in an article headlined “Biden Could Lose First [MASK] ’24 Contests to RFK Jr.,” Axios reported, “If Biden isn’t on the ballot, some Democrats have floated a write-in campaign in Iowa and New Hampshire.”
To,Too,Two,to,too,two	Two	two	to	But in an article headlined “Biden Could Lose First [MASK] ’24 Contests to RFK Jr.,” Axios reported, “If Biden isn’t on the ballot, some Democrats have floated a write-in campaign in Iowa and New Hampshire.”
To,Too,Two,to,too,two	Two	Too	to	“But this Account [MASK] support facility is not collateral.
To,Too,Two,to,too,two	Two	too	to	“But this Account [MASK] support facility is not collateral.
To,Too,Two,to,too,two	Two	two	to	“But this Account [MASK] support facility is not collateral.
To,Too,Two,to,too,two	Two	Too	to	Courtesy / Boston Police Department [MASK] photos of Reina Carolina Morales Rojas, 41, who disappeared on Nov. 26, 2022.
To,Too,Two,to,too,two	Two	too	to	Courtesy / Boston Police Department [MASK] photos of Reina Carolina Morales Rojas, 41, who disappeared on Nov. 26, 2022.
To,Too,Two,to,too,two	Two	Too	to	Daggers, who stay eighth in Dorset & Wilts [MASK] South, next entertain North Dorset Seconds in the cup on Saturday (2pm).
To,Too,Two,to,too,two	Two	too	to	Daggers, who stay eighth in Dorset & Wilts [MASK] South, next entertain North Dorset Seconds in the cup on Saturday (2pm).
To,Too,Two,to,too,two	Two	two	to	Daggers, who stay eighth in Dorset & Wilts [MASK] South, next entertain North Dorset Seconds in the cup on Saturday (2pm).
To,Too,Two,to,too,two	too	Too	to	A backlit keyboard with an integrated numeric keypad is useful for achieving the gaming aesthetic for less [MASK].
To,Too,Two,to,too,two	too	Two	to	A backlit keyboard with an integrated numeric keypad is useful for achieving the gaming aesthetic for less [MASK].
To,Too,Two,to,too,two	too	Too	to	Accessible boarding areas are coming [MASK] and the platform edges will be reconstructed to serve the northbound and southbound 4 and 5 trains.
To,Too,Two,to,too,two	too	Two	to	Accessible boarding areas are coming [MASK] and the platform edges will be reconstructed to serve the northbound and southbound 4 and 5 trains.
To,Too,Two,to,too,two	too	two	to	Accessible boarding areas are coming [MASK] and the platform edges will be reconstructed to serve the northbound and southbound 4 and 5 trains.
To,Too,Two,to,too,two	too	Too	to	“A central theme of politics nowadays — and we’ve certainly seen this with the Biden campaign [MASK] — is influencer marketing,” he said.
To,Too,Two,to,too,two	too	Two	to	“A central theme of politics nowadays — and we’ve certainly seen this with the Biden campaign [MASK] — is influencer marketing,” he said.
To,Too,Two,to,too,two	too	two	to	“A central theme of politics nowadays — and we’ve certainly seen this with the Biden campaign [MASK] — is influencer marketing,” he said.
To,Too,Two,to,too,two	too	Too	to	A cider maker says a complaint about his product being ‘[MASK] sexual’ is ‘utterly disgraceful.’
To,Too,Two,to,too,two	too	Two	to	A cider maker says a complaint about his product being ‘[MASK] sexual’ is ‘utterly disgraceful.’
To,Too,Two,to,too,two	too	two	to	A cider maker says a complaint about his product being ‘[MASK] sexual’ is ‘utterly disgraceful.’
To,Too,Two,to,too,two	too	To	two	Adventure dogs are a special breed, and if you share your life with one, I hope you [MASK] can reap the lessons and wisdom they subtly and willingly share with us.
To,Too,Two,to,too,two	too	Too	two	Adventure dogs are a special breed, and if you share your life with one, I hope you [MASK] can reap the lessons and wisdom they subtly and willingly share with us.
To,Too,Two,to,too,two	too	to	two	Adventure dogs are a special breed, and if you share your life with one, I hope you [MASK] can reap the lessons and wisdom they subtly and willingly share with us.
To,Too,Two,to,too,two	too	Too	to	A dynamic or variable refresh rate (VRR) tunes the picture to be smooth with fast framerates, and there’s a dedicated game mode [MASK] when you’re playing on next-gen consoles.
To,Too,Two,to,too,two	too	Two	to	A dynamic or variable refresh rate (VRR) tunes the picture to be smooth with fast framerates, and there’s a dedicated game mode [MASK] when you’re playing on next-gen consoles.
To,Too,Two,to,too,two	too	two	to	A dynamic or variable refresh rate (VRR) tunes the picture to be smooth with fast framerates, and there’s a dedicated game mode [MASK] when you’re playing on next-gen consoles.
Weather,Whether,weather,whether	weather	Weather	whether	And talking ’bout dry, dis [MASK] drier than Vee Pee sense of humor.
Were,Where,were,where	Were	were	Where	[MASK]n't these charges all based on his conduct (and his company) before he became president?
Were,Where,were,where	Were	were	Where	[MASK] -- prior to the partnership, we were a one-off stand-alone acquisition.
Were,Where,were,where	were	Were	where	A 33-year-old man and a 24-year-old woman from [MASK] also arrested on suspicion of assisting an offender.
Which,Witch,which,witch	Witch	witch	which	[MASK]'s wells remove excess floodwater from farmland or, in the case of some constructions in Ida-Viru County, from abandoned oil shale mines.
Which,Witch,which,witch	witch	Witch	which	After all, he has spent years attacking President Biden and every other outspoken Democrat for politically and maliciously attacking him (he claimed “[MASK] hunts”).
Which,Witch,which,witch	witch	Witch	which	In old English, “haesl” translates to “rod of power,” a nod to the druid priests that would carry hazel wands and the modern masters that use them to “[MASK]” wells.
Which,Witch,which,witch	witch	Witch	which	'I survived execution for betraying King with '[MASK]' Queen – but be warned'
Which,Witch,which,witch	witch	Witch	which	This fast-acting, SOS [MASK] hazel stick helps to nip blemishes in the bud.
Hole,Whole,hole,whole	Hole	hole	whole	Balch previously described a “Toad in a [MASK]” dish as tiny Yorkshire puddings with roasted beef in them, served with dollops of mashed potatoes and gravy — “Sunday roast as an appetizer,” he said.
Hole,Whole,hole,whole	Hole	hole	whole	Yet, the misadventures of eccentric cast in the lawless [MASK] district effortlessly suck the readers in with captivating horror elements and jokes that never miss the mark.
Hole,Whole,hole,whole	Whole	whole	Hole	Steve Vai Claims He Is ‘Sitting On A [MASK] Ozzy Osbourne Record’
Hole,Whole,hole,whole	Whole	whole	Hole	Together they produced the recipe- and history-packed book, “Ed Mitchell’s Barbeque: Celebrating the Eastern North Carolina [MASK] Hog Barbeque of my African American Ancestors.”
Hole,Whole,hole,whole	hole	Hole	whole	At any rate, this [MASK]-y day of obligation reminds us it’s time to let bygones be and say goodbye to what won’t ever be whole again.
Hole,Whole,hole,whole	hole	Hole	whole	Being on the same side of that bump as the day’s [MASK] location is essential.
Hole,Whole,hole,whole	whole	Whole	hole	A fourth person seemingly pointed out her toxic behavior as saying, "First she said she was lying about being pregnant, Then it wasn't his baby, taunted her through hee [MASK] pregnancy.
Word,World,word,world	Word	word	World	Activists with Hip Hop Caucus talked with [MASK] In Black about how music and culture can create climate justice.
Word,World,word,world	Word	word	World	Ann Friedman, founder and CEO of Planet [MASK], said that the dyslexia exhibit demonstrates the museum’s advocacy for inclusive literacy education.
Word,World,word,world	Word	word	World	A personal interaction with The Walrus staff at the [MASK] on the Street festival in Toronto the following June encouraged me to buy a subscription.
Word,World,word,world	Word	word	World	Crim tells [MASK] In Black.
Word,World,word,world	Word	word	world	Ephesians 5:25-27 tells us, “Christ also loved the church, and gave Himself for it; that He might sanctify and cleanse it with the washing of water by the [MASK].
Word,World,word,world	Word	word	World	I remember our relationship moved at a very fast pace, and we would often find ourselves spending the majority of our time together,” Walsh, a social worker and educator, tells [MASK] In Black.
Word,World,word,world	Word	word	world	“I urge you to get into the [MASK] because it will direct you to where you want to be, where to go, and what not to be.”
Word,World,word,world	Word	word	World	Last Wednesday, I went to The [MASK] Library.
Word,World,word,world	Word	word	World	Mail a check to: Community [MASK], c/o 621 Commercial St. Suite 1A-B, Peoria, IL 61602.
Word,World,word,world	Word	word	World	Neither Christ the [MASK] nor DCC have said why the head and deputy are absent, or for how long they will not be in school.
Word,World,word,world	Word	word	World	One of the editors of the “Workbook for Lectors, Gospel Readers and Proclaimers of the [MASK]” observed that the first reading for Pentecost Sunday “directly inverts the Tower of Babel passage from Genesis.”
Word,World,word,world	Word	word	world	Preaching from 1 Timothy 3:4, 2 Timothy 2:2 and Colossians 1:28-29, Allen reminded pastors to live a life of Christ-like character as they strive to teach the [MASK].
Word,World,word,world	Word	word	World	The First Congregational Church of Blue Hill is one of several sites in the town that will host event's for this year's annual [MASK] Literary Festival.
Word,World,word,world	Word	word	world	"Think about Clippy from back in the early days of [MASK].
Word,World,word,world	Word	word	World	[MASK] 1: a wild or half-domesticated dog with a sandy-coloured coat, found in Australia.
Word,World,word,world	Word	word	World	[MASK] 3: an instrument of the family, larger than the violin and tuned a fifth lower.
Word,World,word,world	Word	word	World	[MASK] In Black spoke with four early-career teachers about why they were motivated to enter the classroom.
Word,World,word,world	Word	word	World	[MASK] of Azerbaijani war crimes and abuses of civilians are well known among residents, who fear a similar fate if they remain.
Word,World,word,world	Word	word	World	[MASK] of Life returns seven players after its first year of football last season.
Word,World,word,world	word	Word	world	Again, never mind that “illegal” [MASK].
Word,World,word,world	word	Word	world	All I have heard is a total bunch of B.S. on this [MASK] and policy from the Obama and Biden administrations.
Word,World,word,world	word	Word	world	And hierarchical, whatever the [MASK] is, he is completely, he runs a communist set.
You,Your,you,your	You	you	Your	An AI trend on TikTok won't get off my For [MASK] Page.
You,Your,you,your	Your	your	You	According to Elizabeth Nordenholt, co-creator of the now-defunct “[MASK] Fave Is Problematic” podcast, that defense can often be chalked up to one’s emotional connection to entertainment.
You,Your,you,your	Your	your	You	As pubs struggle in the current cost of living crisis, the Express & Star continues its series, Love [MASK] Local, which celebrates our local inns.
You,Your,you,your	Your	your	You	Bond Street to [MASK] Street was broken into during the early hours of Tuesday.
You,Your,you,your	your	Your	you	A can prevent unnecessary jiggling, keeping even [MASK] still and pleasant to look at.
