result	confusion_set	target	suggestion	rating	masked_sentence
TP	Were,Where,were,where	where	were	1	Firstly I found amazing the number of starts and artist who came to the festival although they [MASK] from only six countries around the world .  
TP	Were,Where,were,where	were	where	1	I can go out at night once a week if I tell them [MASK] I 'm going to be .  
TP	Were,Where,were,where	where	were	1	Among all these the theatre restaurant was closed , because the shef and the waiters [MASK] on holiday .  
TP	Which,Witch,which,witch	witch	which	1	With a friend we had seen your advertisement for the show , [MASK] was very attractive .  
TP	Which,Witch,which,witch	witch	which	1	At the began of my work in a Insurance Company , I had only a old writting machine , [MASK] makes a lot of noise and was very difficult to write with it because the switch were hard for my small fingers .  
TP	Which,Witch,which,witch	witch	which	1	Now I have a new computer , [MASK] is very easy to use , and confortable for my fingers also more farrster .  
TP	Which,Witch,which,witch	witch	which	1	When the show started Danny Brook was not acting , [MASK] was a great dissapointment for us both .  
TP	Word,World,word,world	word	world	1	First the conquist of the space , then the computers , and now the new biotecnologies have changed , and are changing , the face of the [MASK] .  
TP	Word,World,word,world	word	world	1	I 'm sure that the people that had decided to meet this [MASK] they did not realised that there is a price to pay .  
TP	Word,World,word,world	world	word	1	What does means the [MASK] " shopping " ?  I live and I need different goods for survive .  
TP	Word,World,word,world	word	world	1	It should be done show so people can see how people in every corner of the [MASK] make theyr own fun .  
TP	Word,World,word,world	word	world	1	Anyway I am hard working for the [MASK] cup at sailing .  
TP	You,Your,you,your	you	your	1	My name is Furilo J.M. and last month I spent a few days in London , I visited [MASK] theatre .  
TP	You,Your,you,your	you	your	1	I have just received a letter from you where you say I won the first prize in [MASK] competition .  
TP	You,Your,you,your	you	your	1	Finally , after an hour , when my term came to buy the entrance ticket , [MASK] staff said I could n't have a discount
FN	You,Your,you,your	your	you	0	Becouse the show was very long , we were getting hungry but of course [MASK] 's theatre restaurants was closed because of holiday .  
TP	You,Your,you,your	you	your	1	Waiting for [MASK] replay .  
TP	You,Your,you,your	your	you	1	We have been very excited about this and coincidentely we have found another option to add in our programme , certainly if [MASK] agree with .  
TP	You,Your,you,your	you	your	1	Thank you very much for [MASK] time .  
TP	You,Your,you,your	you	your	1	Thanks for [MASK] letter .  
TP	You,Your,you,your	your	you	1	I really appreciate [MASK] choosing me .  
TP	You,Your,you,your	you	your	1	Acording to the choice whether I prefer tends or log cabins , I think I will turn to the first one because I have always loved camping the nearest to nature , if it 's possible in front of a lake or a river , if [MASK] camping has one , so that I will be able to practise my favorite and skillful hobby : sailing .  
TP	You,Your,you,your	your	you	1	Especially , queue up for twenty minutes for just paying the money or waiting for the salesgirl getting [MASK] the right size of clothes .  
TP	You,Your,you,your	you	your	1	At first , [MASK] advertisement said there were Danny Brook and Tina Truelove , but it had different actor disappointely .  
TP	You,Your,you,your	your	you	1	I am writing to [MASK] to complain about the musical show called " Over the rainbow "  Secondly , the show had to begin at 19.30 pm , in fact he began at 20.15 pm and that without any explainations !  
TP	You,Your,you,your	you	your	1	During our stay we saw a bright advertisement of your theatre and decided to see this newest and best musical show ( as it was said in [MASK] advertisement ) .  
TP	You,Your,you,your	you	Your	1	Some words about tickets : [MASK] ad noticed that discounts were available so we did n't have money with us .  
TP	You,Your,you,your	you	your	1	I am writing this as a reply for [MASK] request to provide you with some information about my preferencies .  
TP	You,Your,you,your	you	your	1	Another thing is that they pay you for [MASK] job and it is a good money .  
TP	You,Your,you,your	your	you	1	I 'm writing you because I had been asked to make a little suggestion about the programme [MASK] have organised to our English class travel .  
TP	You,Your,you,your	you	your	1	First of all , I appreciate [MASK] well-organised programme , especially , " River Trip to Greenwich " which we requested .  
TP	You,Your,you,your	you	your	1	I am very happy to know that I have won the first prize in [MASK] competition .  
TP	You,Your,you,your	you	your	1	I look forward to receiving [MASK] reply .  
TP	You,Your,you,your	you	your	1	Going to the shopping centre with [MASK] family can be a good experience .  
TP	You,Your,you,your	your	you	1	At the end I realized that all [MASK] need is co-operation and do n't think selfishly .  
TP	You,Your,you,your	you	your	1	If this was n't enough [MASK] strength and mental health can be completely destroyed when despite having been stolen , having spent hours walking around and being tired and hungry you finally buy something you really liked with your credit card and after having walked a few blocks you see the same item at half price in another shop .  
TP	You,Your,you,your	your	you	1	If you do n't have the majority [MASK] are n't allowed to drink or smoke , or even worth to go in a bar .  
TP	You,Your,you,your	you	your	1	Secondly , [MASK] advertisement stated that the second show should start at 19:30 .  
TP	You,Your,you,your	you	Your	1	[MASK] restaurant was closed because your cooker was ill .  
TP	You,Your,you,your	you	your	1	Thirdly if you 're fat you wo n't find [MASK] size .  
TP	You,Your,you,your	your	you	1	How are you ?  I 've well received your last letter and want to thank [MASK] for the pictures you 've joined with .  
TP	You,Your,you,your	your	You	1	[MASK] state in your advertisment that he would come on stage , but instead of him someone else turned up .  
TP	You,Your,you,your	your	you	1	I am writing in order to tell [MASK] some things that happened to me at the theatre , at that moment I felt astonish thinking about : " How an important theatre have problems like this .
TP	You,Your,you,your	your	you	1	I am writting to you to give [MASK] my opinion about your festival .  
TP	You,Your,you,your	you	your	1	Finally , I hope that you understand my personal opinion about the programme , I will understand accept [MASK] personal opinion as well .  
TP	You,Your,you,your	you	your	1	As well as that , I expect [MASK] plays and films are performed more .  
TP	You,Your,you,your	you	your	1	Finally , I wanted to visit [MASK] theatre restaurant after the show but it was already closed .  
TP	You,Your,you,your	you	your	1	and they are only spent on material things , you would put [MASK] money in the bank because you do n't need it now , but tomorrow you do n't know .  
FN	You,Your,you,your	your	you	0	I do n't expected that I can win in [MASK] 's competition .  
TP	You,Your,you,your	you	your	1	You mentioned the chance to choose two activities from [MASK] list .  
TP	You,Your,you,your	your	You	1	[MASK] know , this age is the trouble age , boys have too much energy and girls want to fall in love with someone .  
TP	You,Your,you,your	your	you	1	How are you ?  I am sorry that I did n't write any letter to [MASK] during last month .  
TP	You,Your,you,your	you	your	1	so I recommend you to change the actor because he will make an audience who visit [MASK] theatre disappoint .  
TP	You,Your,you,your	your	You	1	[MASK] do n't tell any detile about how must coses For ticket for go in siend .  
TP	You,Your,you,your	you	your	1	and we 're very exsciting about [MASK] programme.
TP	You,Your,you,your	you	your	1	I am very please to receive [MASK] letter , and read all the question you ask me , now , I answer the question .  
TP	You,Your,you,your	you	your	1	I 'm writing to complain about what it happened me two days ago , during [MASK] musical show " OVER THE RAINBOW " .  
TP	You,Your,you,your	your	you	1	Those devices made our life easier like old fridges had to be defreezed to melt out and new fridges use different kind of cooling and will tell you if [MASK] forgot to close the door !  
TP	You,Your,you,your	your	you	1	We are really appriciate about giving very nice program , which is organised by [MASK] this time .  
TP	You,Your,you,your	you	your	1	I felt very upset about [MASK] advertisement was totaly different between the musical show .  
TP	You,Your,you,your	you	your	1	How dared you could show " [MASK] perfect evening out " in you advertisement .  
TP	You,Your,you,your	you	your	1	How dared you could show " You perfect evening out " in [MASK] advertisement .  
TP	You,Your,you,your	you	your	1	Thank for [MASK] patience .  
TP	You,Your,you,your	you	your	1	Thanks for [MASK] letter .  
TP	You,Your,you,your	you	your	1	Thanks in advance for [MASK] advice .  
TP	You,Your,you,your	your	you	1	Without the development of modern technology , it may take [MASK] several years to reach the destination .  
TP	You,Your,you,your	you	your	1	I hope I 've answered all [MASK] questions and I would be please if mine could also be answered .  
TP	You,Your,you,your	you	your	1	I am looking for [MASK] reply .  
TP	You,Your,you,your	you	your	1	At the end of the month when your husband will receive the bill from [MASK] visa card he will have an heart-attack !  
TP	You,Your,you,your	you	your	1	Answering to [MASK] question I wo n't change nothing because I think that these are the minimum rules that a theenager have to have to be responsable in a future .  
TP	You,Your,you,your	you	your	1	For example , you can dance folk be Hamlet in the street , or even sing with some of your friends a nice song from [MASK] country .  
TP	You,Your,you,your	you	your	1	I would like to answer to [MASK] question , please notice that I can travel only in July because only then I can take holidays from my work , after the busy time of month May and June .  
TP	You,Your,you,your	you	your	1	I thin that it is very dangerous because the famous peple cannot have [MASK] private life and on the other hand they may suffer from deppresion and sadness which may be lead them to suicide .  
FN	You,Your,you,your	you	your	0	You should be pride of [MASK] helping people who suffers , and at the same time you may enjoy yourself !  
TP	You,Your,you,your	your	you	1	I will be very thankfull if [MASK] could return me half or some of my money , or even to make the corresponding discount .  
TP	You,Your,you,your	you	your	1	I 'm looking forward to receiving [MASK] reply as soon as possibly .  
FN	You,Your,you,your	you	your	0	In conclusion , besides all mentioned , I highly recommond [MASK] video students ' daily life and interview them .  
TP	You,Your,you,your	your	you	1	I would like to asking some information about that what kind of clothes I have to wearing and how many [MASK] are charge .  
TP	You,Your,you,your	your	you	1	so we ca n't find what we are looking for with calm because everybody is pushing you to the other place that you want to go  First of all I would like to say thanks for your letter and [MASK] care about your customers .  
FN	You,Your,you,your	you	your	0	You 've just finished your long hours at work , [MASK] tide , you had row with your boss but you are still going to do shopping .  
FN	You,Your,you,your	you	your	0	I am writing to [MASK] inconnection with your programme of spending three days in London .  
TP	You,Your,you,your	you	your	1	You should spend more money on buying clothes and food , you will very happy when you buy it , but , when you come back home take out [MASK] purse , you must be feel sad , you purse nearly empty , ( when you do n't have enough money . )  
TP	You,Your,you,your	you	your	1	You should spend more money on buying clothes and food , you will very happy when you buy it , but , when you come back home take out you purse , you must be feel sad , [MASK] purse nearly empty , ( when you do n't have enough money . )  
TP	You,Your,you,your	you	your	1	a lot of thief there , they will steal [MASK] money , that 's so dangerous .  
TP	You,Your,you,your	your	you	1	I am writing to [MASK] about the trip in London .  
TP	You,Your,you,your	you	your	1	According to me , you ca n't deserve to have a private life when you 're famous because when to start [MASK] career you know that medias will be hunting you everywhere and more famous you get worst it is going to be because that the life style people wants to know everything , for instance , about their favourite actor or about their president..
TP	You,Your,you,your	you	your	1	I was pleased to recieve [MASK] letter ricently .  
TP	You,Your,you,your	you	your	1	However , shopping is nice to spend [MASK] leisure time and give yourself to relax sometimes , but suggest that never in the weekend .  
FN	You,Your,you,your	your	you	0	I 've attened [MASK] shown on one of the evening , during my stay in London .  
TP	You,Your,you,your	you	your	1	It would provide you with a new type of material to cover [MASK] body and you can chosse what you want to wear by pressing bottons .  
TP	You,Your,you,your	you	your	1	and while I was spending some days in London I could see [MASK] advertisement so I decided to go to see it .  
TP	You,Your,you,your	your	you	1	I hope [MASK] answer soon .  
TN	advice,advise	advice	advice	0	Finally , the actors were not Danny Brook and Tina Truelove , but others I have never seeing before , and the restaurant was closed with no [MASK] .  
TN	advice,advise	advise	advise	0	At the end of show , unfortunately for me and the others spectators , the worst thing happened : the theatre 's restaurant was closed without any reasons and nobody went to us to apologise or [MASK] us for an other restaurant opened late in the night .  
TN	advice,advise	advice	advice	0	Pat gave same [MASK] for me and I disayded to have an operetion .  
TN	advice,advise	advice	advice	0	My [MASK] for you is : " Do not put to much subjects , just put a few subject and make them look interesting "  My name is German Schmidt
TN	advice,advise	advice	advice	0	To sum up , my [MASK] is that the women should go alone or with a female friend .  
TN	advice,advise	advice	advice	0	But my [MASK] for people , who like it so much that can not help doing it , is to try shopping in the afternoon , at this hour no-one do shopping and if there are some shops that are closed you can always go to a shopping mall .  
TN	advice,advise	advice	advice	0	There were some people they gave me some [MASK] to clean the face and etc .  
TN	advice,advise	advice	advice	0	Because I do n't like to give some [MASK] it 's can be willy boring .  
TN	brakes,breaks	breaks	breaks	0	Of course there was the cooking and bar-tending for anyone who was hungry during the [MASK] .  
TN	Country,County,country,county	country	country	0	A lot of [MASK] buy gans for their safty as they say but they buy them do kill people .  
TN	Country,County,country,county	country	country	0	One cold day , Hungbu saw a bird that had a broken wing , so the bird could n't fly to the warmer [MASK] during the winter .  
TN	Effect,affect,effect	affect	affect	0	Shopping does not just [MASK] us mentally , but also physically .  
TN	Effect,affect,effect	affect	affect	0	Some of them are big and some of theme are small , but they [MASK] our lives in the same way .  
TN	Effects,affects,effects	effects	effects	0	On the other hand , the [MASK] that it has on our daily life is not always good as sometime , the technology went wrong and out of hand of people who control it can cause disaster accidents , for example : plane crashes , trains crashed and explosion of nuclears bomb .  
TN	Effects,affects,effects	affects	affects	0	It 's something absoletuly necessary for every action people does It [MASK] us both positive and negative .  
TN	Effects,affects,effects	affects	affects	0	Often people do not see how it [MASK] our life style .  
FP	Effects,affects,effects	effects	effects	1	I think that our lives are lives with technology , they sometimes mean the same as science and [MASK] not on at each other but together .  
FP	Except,accept,except	except	except	1	Thank 's for [MASK] me in the competition .  
TN	Except,accept,except	accept	accept	0	We hope we do not cause any problems to your programme and hope that you will [MASK] our request .  
TN	Except,accept,except	accept	accept	0	I would be grateful to [MASK] this prize .  
TN	Form,From,form,from	from	from	0	I hope you will consider this proposition and I am looking forward to hearing [MASK] you .  
FP	Form,From,form,from	from	from	1	It is difficult to see any enjoyment in shopping : facing the crowd , having to withstand the rude clerks and shop managers , trying desperately to choose the right thing - these burdens [MASK] the dark side of shopping .  
TN	Hole,Whole,hole,whole	whole	whole	0	The things that really dissapointed me were that you said Danny Brook and Tina Truelove were suposed to be the actors but they were n't , different actors played and to be honest they made the [MASK] show very bad .  
TN	Hole,Whole,hole,whole	whole	whole	0	It starts already in the morning that we wake up by the sound of an alarm clock , than in the bathroom we have running hot water and also the [MASK] house is warm due to central heating .  
TN	Hole,Whole,hole,whole	whole	whole	0	I had spent the [MASK] last week in London with one of my colleagues .  
TN	Hole,Whole,hole,whole	whole	whole	0	We were too young to stay a [MASK] weekend alone .  
TN	Hole,Whole,hole,whole	whole	whole	0	I believe that some ather actors mabe made the [MASK] store to be more interesting .  
TN	Hole,Whole,hole,whole	whole	whole	0	Seen my [MASK] life I can say the moden technology has changed my daily life in many ways .  
TN	Hole,Whole,hole,whole	whole	whole	0	I was a little more portient so I stayed to watch the [MASK] show , which by the way was the worst I had ever seen .  
TN	Hole,Whole,hole,whole	whole	whole	0	Unfortunately , Pat was n't very good at keeping secrets and so his [MASK] schoole knew from Sara 's experience .  
TN	Hole,Whole,hole,whole	whole	whole	0	I met lots of nice and cool people , and what I most enjoyed was the crazy atmospher of the [MASK] thing .  
TN	Hole,Whole,hole,whole	whole	whole	0	Now I 'm very happy because I learned that friends are the most important thing in the [MASK] world .  
TN	Hole,Whole,hole,whole	whole	whole	0	and so I was laying down the [MASK] weekend .  
TN	Hole,Whole,hole,whole	whole	whole	0	After reading the [MASK] organized programme , we all agreed about the sightseeing by bus around London wich will give us the knowledge about this fantastic city we all want to meet since time ago .  
TN	Lead,Led,lead,led	lead	lead	0	On the other hand , the excess of comodity can [MASK] us , in the future , to a completely " cold " world , because of the distance between people that can be caused .  
TN	Life,Live,life,live	life	life	0	Science and technology can give us a better [MASK] style or better food .  
TN	Life,Live,life,live	life	life	0	Internet brought a new way to my [MASK] since I started to use it .  
TN	Life,Live,life,live	life	life	0	Obviously , there is no point in saying " famous people have a right to their own [MASK] .
TN	Life,Live,life,live	life	Life	0	[MASK] is too short to think about the poscesives .  
TN	Life,Live,life,live	life	life	0	The houses will change because of new technologe , what may make our [MASK] more comfortable .  
TN	Life,Live,life,live	life	life	0	I retired four years ago and my [MASK] is very bored .  
TN	Life,Live,life,live	life	life	0	I was very happy that I managed to save the [MASK] of the boy .  
TN	Life,Live,life,live	life	life	0	You should ignore the dangerous if you convince you can save somebody his [MASK] .  
TN	Life,Live,life,live	life	life	0	The [MASK] is more comfortable with all the new machines you can use at home , at the office or it is helful to live with all the new medical machines in the hospitals .  
TN	Life,Live,life,live	live	live	0	I could n't [MASK] without modern music .  
TN	Life,Live,life,live	life	life	0	The old man is a sad person but he loves his [MASK] and lives on the beach because he ca n't stay without see the sea for a day .  
TN	Life,Live,life,live	life	life	0	It 's difficult for us to realize the changes in our [MASK] , but we can think about it .  
TN	Life,Live,life,live	life	life	0	I told them you are full of [MASK] and they are yours favourite polish group .  
TN	Life,Live,life,live	life	life	0	How expensive the [MASK] is there ?  
FP	Life,Live,life,live	life	life	1	He had problems at home because his mother wanted to settle down to Australia , but Peter was used to [MASK] in New York , overcrowded and surronded by people .  
FP	Life,Live,life,live	life	life	1	Also I prefer the Camp California because I have just finish my military service and I got use to [MASK] in the campus .  
TN	Life,Live,life,live	life	life	0	Despite his way of [MASK] , his best friend was Anna , the most popular girl in the school .  
TN	Life,Live,life,live	life	life	0	She explained everything what happened in her [MASK] to Pat .  
TN	Life,Live,life,live	life	life	0	When Pat was 16 , he decided to change his way of [MASK] , spending more time with friends , but what he could do to have some friends ?  
TN	Life,Live,life,live	live	live	0	Nowadays , there is a lot of people that [MASK] only with the money they get in advertisments , reports about their last romance , ... but not everyone does the same .  
TN	Life,Live,life,live	life	life	0	I had the best expreience in my [MASK] .  
TN	Life,Live,life,live	life	life	0	Internet is a good way of meeting people that are far from us , we can also inform ourselves on what happens in [MASK] , or search for special leisure with a quick result .  
TN	loose,lose	lose	lose	0	I sometimes [MASK] my desire to buy a thing because of their badly behaviers .  
TN	loose,lose	lose	lose	0	Now , I [MASK] less of time and can use the technology to enjoy myself .  
TN	loose,lose	lose	lose	0	So did he finally win or [MASK] ?  
TN	loose,lose	lose	lose	0	Yes , but we must n't [MASK] the values and our free time to stay with our family .  
TN	loose,lose	lose	lose	0	I can say it with confidence that I am quite good at basketball - I play it for my school 's team and I am going to train it in August as well - I do n't want to [MASK] touch with it .  
TN	loose,lose	lose	lose	0	Consequently I ask you for some money back seeing that I think : it 's not worth the bother to [MASK] money for such a show.
TN	Mad,Made,mad,made	mad	mad	0	She did n't want to tell the teachers at school or any other person because she was afraid that if her stepfather find out about that , he would get [MASK] and hit her , or even worse , kill her mother .  
TN	Mad,Made,mad,made	mad	mad	0	I am really [MASK] and I want my money back , please call me to the number 23456789 , I will be waiting your call .  
TN	Mad,Made,mad,made	made	made	0	And that [MASK] the concert absolutely perfect .  
FP	Past,passed,past	past	past	1	Because human high wo n't change so much , unless 10000 years [MASK] .  
TN	Peace,Piece,peace,piece	piece	piece	0	I was holding a [MASK] of paper which my mum gave to me .  
TN	Peace,Piece,peace,piece	peace	peace	0	It is bad for the world 's [MASK] .  
TN	Plain,plain,plane	plane	plane	0	The following Sunday I fint my self on a [MASK] flying 20000ft from the ground .  
TN	Quiet,Quite,quiet,quite	quite	quite	0	I am [MASK] sure , even the ones , who have chosen their occupies just to be famous , do n't like to be pictured when they believe they are alone .  
TN	Quiet,Quite,quiet,quite	quiet	quiet	0	It 's hard to be extremely [MASK] for five hours
TN	Quiet,Quite,quiet,quite	quite	quite	0	That might be [MASK] complicated to understand , especially for young people .  
TN	Quiet,Quite,quiet,quite	quite	quite	0	I 'll choose golf and basketball , golf because I 'm [MASK] good .  
TN	Quiet,Quite,quiet,quite	quite	quite	0	So in my opinion , modern technology changed my daily routine [MASK] a lot .  
TN	Quiet,Quite,quiet,quite	quite	quite	0	We had preparred [MASK] a long time ago , this travel to the capital and spared a lot of money as well .  
TN	Quiet,Quite,quiet,quite	quite	quite	0	It was [MASK] scary for me , but I said to myself , come on you can do it .  
TN	Quiet,Quite,quiet,quite	quiet	quiet	0	Firstly , in our classroom you ca n't shout , you must be [MASK] and sat .  
TN	Quiet,Quite,quiet,quite	quiet	quiet	0	Can you imagine how exsiting when we stay in the dark and very [MASK] and we can hear a sound of animal .  
TN	Quiet,Quite,quiet,quite	quiet	quiet	0	However , this apparently [MASK] and relaxed activitie can sometimes turn into a living hell ; you may only be able to go shopping at the weekend and then , if you do go , you will find yourself in the middle of a huge crowd of people , unable to get to any product or even shop and feeling dizzy by the mixture of smells that come from the people .  
TN	Quiet,Quite,quiet,quite	quiet	quiet	0	If it were n't a calm and [MASK] public , we would have had troubles .  
TN	Quiet,Quite,quiet,quite	quite	quite	0	I 've been practicing this sport since 5 years , so I 'm [MASK] good .  
TN	Quiet,Quite,quiet,quite	quite	quite	0	In fact , I soon practice tennis and I am [MASK] good at , and it will the occasion to train myself surfing is completely unknown for me and I hope that I will like it .  
TN	Quiet,Quite,quiet,quite	quite	quite	0	You have to be [MASK] an attention in class if you would n't to be punished .  
TN	Rise,raise,rise	raise	raise	0	Although this project could seem a very though work , I had to try it in order to [MASK] my low global mark .  
TN	Than,Then,than,then	then	then	0	Sarah looked at him for a while , [MASK] she stood in front of the class and explaind to the others , that she won a prize for 20 people to travel for 1 week to the sea of southern France and everybody of the 19 pupils was invited , except Pat who was n't very good at keeping secrets .  
TN	Than,Then,than,then	then	then	0	It starts already in the morning that we wake up by the sound of an alarm clock , [MASK] in the bathroom we have running hot water and also the hole house is warm due to central heating .  
TN	Than,Then,than,then	then	then	0	During the week we descide where we want to go , we all agree to listen to music so [MASK] we descide to come to your musical show and listen to " Over the Rainbow " .  
TN	Than,Then,than,then	then	then	0	P.S. please would you like to explain why ?  sincinerly from Ki  In order to live happily the sciencetist can easily perdict the changes on earth , so [MASK] we can have time to perpare or defence our self from the Natural diseasters .  
TN	Than,Then,than,then	then	then	0	Secondly , I think it is would be better to stay tents , so [MASK] we can have a nice time at Camp California and find many interesting games to play in .  
TN	Than,Then,than,then	than	than	0	I am not a photographer but my family think that my photos are more [MASK] just good .  
TN	Than,Then,than,then	then	then	0	We were thinking that meaby we can go early to visit the Science Museum and [MASK] go to the Central Exhibition , where the event is going to have place !  
TN	Than,Then,than,then	than	than	0	In conclusion , I think that modern technology get my life more interesting , but I prefer to stay with my friends and with my girlfriend [MASK] in front of a computer !  
TN	Than,Then,than,then	than	than	0	Therefore , it cost me more money [MASK] usual .  
TN	Than,Then,than,then	than	than	0	We now breathe worse air in our lungs , [MASK] our grand-parents breathed .  
FP	Than,Then,than,then	then	then	1	Another thing that I appreciate a lot is the electric guitar ; I like very much play guitar , and in my free time I prefer play electric , [MASK] acoustic or classic guitar using distortion and gain and the highest volume possible .  
TN	Than,Then,than,then	than	than	0	And last but not least I recognised after the show that your theatre restaurant was closed because waiters did n't come ...  I do n't know it is a typical situation in the Circle Theatrer that is promised much more [MASK] the people can get for their money , or it was on June 7 ( my visit ) only , but I am not agree with such situation and would ask you for my money back - my bank account number is enclosed .  
TN	Than,Then,than,then	than	than	0	We were thinking is so many other activites to relax and enjoy ourself [MASK] sunbathing on the beach .  
TN	Than,Then,than,then	than	than	0	It is convinient , I mean " double " lessons because you have more time to understand matherial what is givven and because you have to prepare only four subjects for " tomorrow " and it is less [MASK] seven subjects .  
TN	Than,Then,than,then	then	Then	0	[MASK] I was told to stay in front of the entrance door and check the tickets .  
TN	Than,Then,than,then	than	than	0	and it is more enjoyable to live in a tent [MASK] in cabins .  
TN	Than,Then,than,then	than	than	0	In basketball I have more practise [MASK] in tennis .  
TN	Than,Then,than,then	than	than	0	The show started late [MASK] I expected .  
TN	Than,Then,than,then	then	then	0	Yeah fokes , that was the point I got interupted by my parents in this beautiful dream , but when you will hear the end of my story [MASK] buy the " Rossall-School-magazin " , net time again , and you will hear the end of this unbelievable story .  
TN	Than,Then,than,then	than	than	0	But then you are at the university you need money more , [MASK] anybody else want .  
TN	Than,Then,than,then	than	than	0	Computer it is our way of with outside world comunicat , wheres with airplanes we can rich our parents , friends easily and much faster , [MASK] if we would use bouts or trains .  
TN	Than,Then,than,then	than	than	0	Same thing more [MASK] 100 years ego the people have n't got the light .  
TN	Than,Then,than,then	than	than	0	Evrything what we do now we do with : it help , looking after house , make very difficult operation , becose the computer can think much faster [MASK] human .  
TN	Than,Then,than,then	then	then	0	When I wake up I take a shower using eletricity then I prepare my breakfast in the oven then I go to school by bus , when I arrive at home I put my lunch in the microwave [MASK] I watch t.v.
TN	Than,Then,than,then	than	than	0	As for accomodation I would prefer log cabins , because I belive they are more comfortable [MASK] tents .  
TN	Than,Then,than,then	than	than	0	It 's believed that English schools look different and have different rules [MASK] Polish schools but may be we might find sth incomon ? !  
TN	Than,Then,than,then	than	than	0	Can i say more [MASK] two weeks if i like it ?  How much money i should take there ?  
TN	Than,Then,than,then	than	than	0	If I had a choice , I would prefer to live in tent [MASK] in a log cabin .  
TN	Than,Then,than,then	then	then	0	It was very hurt , my friend rushed to me [MASK] ran back to my house and called Mom .  
TN	Their,There,They,their,there,they	there	there	0	so I had an argument with the people Who worked [MASK]
TN	Their,There,They,their,there,they	there	there	0	Also after the show your restaurant was closed because [MASK] was n't enough staff .  
FP	Their,There,They,their,there,they	they	they	1	[MASK] are the natural material on one side whereas on the other side the fashion industry produce more and more syntetical clothes , which relay on the production cost .  
TN	Their,There,They,their,there,they	their	Their	0	[MASK] names were Ivan and Maria .  
FP	Their,There,They,their,there,they	their	their	1	So I would travel on July because I 've got only [MASK] free time .  
FP	Their,There,They,their,there,they	they	they	1	Thankyou for your time and attention  Another bad thing about this school was that [MASK] where different types of students that formed groups .  
TN	Their,There,They,their,there,they	they	they	0	First of all , in the advertisement says that the starring were different actors , and [MASK] were n't different one , so that can not be .  
FP	Their,There,They,their,there,they	there	there	1	As concerned the food , our mothers [MASK] will help about that .  
TN	Their,There,They,their,there,they	their	their	0	Pat , to win her new classemates ' friendship tell all what she knew about her friends and owing to what Pat said , her friends broke [MASK] friendship with Pat because their popularity was damaged .  
TN	Their,There,They,their,there,they	there	There	0	[MASK] were so many pieces that we had spent a whole day to prepare the scene .  
TN	Their,There,They,their,there,they	they	they	0	But you need all the journalists to become famous so the only way is to accept that [MASK] are journalists and that they are just doing their job .  
TN	Their,There,They,their,there,they	there	there	0	In spide that fact there are of course many families especialy in small towns which eat lunch all together and [MASK] they solve their problem all together .  
TN	Their,There,They,their,there,they	there	there	0	To begin with on your advertisment you say that Danny Brooks will be starring the show but instead [MASK] was a different actor which made us very disappointed .  
TN	Their,There,They,their,there,they	there	there	0	Another thing that is written on the advertisment is that the night show will start at 7:30 but instead of that [MASK] was forty five minute delay The crowded got really upset and we were going to leave with the first chanse we had  You can understand how that made me feel , and when the tickets had no discount  It was the worst night of my life .  
TN	Their,There,They,their,there,they	there	there	0	The only reason is I would like to try and I think [MASK] are matching activities , when you climb up the mountain then you can take the photograph of the views .  
TN	Their,There,They,their,there,they	there	there	0	In fact [MASK] would be only one possibility in July because I will end with my exams session at the end of this month and beginn a practical trainning the 1rst of August .  
TN	Their,There,They,their,there,they	their	their	0	Children always ask for something and they want to have all [MASK] toys which they see and that 's not very enjoyable for the parents , because sometimes they spend more money , from the amount of money that they have planned .  
FP	Their,There,They,their,there,they	there	there	1	I think that they have right because , [MASK] are also people like me or like you and they should have private life .  
TN	Their,There,They,their,there,they	there	there	0	What is more [MASK] are the Leisure and sports wear , which we are keen on seeing it .  
TN	Their,There,They,their,there,they	their	their	0	The lardge numbers of the journalists following them all the time , even in [MASK] private life .  
TN	Their,There,They,their,there,they	they	they	0	You can put a few activities ( sports ) like basketball , football , tennis , but only those because [MASK] are very popular and people will have interest on them .  
TN	Their,There,They,their,there,they	there	there	0	Undoubtedly , [MASK] the first enemies are " Journalists " .  
TN	Their,There,They,their,there,they	there	there	0	Secondly , the time in your advertisement told that it should start 19:30 , but it did not start before 20.15  And then about the tickets , you wrotte that [MASK] were discounts available but they were not .  
TN	Their,There,They,their,there,they	their	their	0	They will bounced on roads with [MASK] balloon clothes .  
FP	Their,There,They,their,there,they	they	they	1	So , people wont have to clean their houses because [MASK] are machine for all works .  
TN	Their,There,They,their,there,they	there	there	0	Well I tried to do so but the lady at the desk told me that [MASK] were quotas available at that price but were already sold out !  
TN	Their,There,They,their,there,they	there	There	0	[MASK] is two activities .  
TN	Their,There,They,their,there,they	there	there	0	Then , [MASK] were not any discounts available for the tickets as it was written on the advertisement .  
TN	Their,There,They,their,there,they	there	There	0	[MASK] are also the lessons which English and other foreigners are particularlly curious in .  
FP	Their,There,They,their,there,they	there	there	1	I think the people who are enjoying shopping [MASK] are greede for materialistic things and they hav n't interests for spirit ( ? ) , intelect life .  
FP	Their,There,They,their,there,they	they	they	1	Although [MASK] were finished two people , next was me , something was happened .  
FP	Their,There,They,their,there,they	their	their	1	In our class , we do n't have problem with students who dislike to work , because we are all there for the same reasons and nobody wants to say [MASK] years and years .  
