confusion_set	expected	target	masked_sentence
To,Too,Two,to,too,two	To	too	“[MASK] restore the House’s direct link to the public and to foster greater diversity among members and the Electoral College, we must increase the number of representatives.”
To,Too,Two,to,too,two	To	two	[MASK] see more or to join, visit the Leader Camera Club Facebook group.
To,Too,Two,to,too,two	To	two	Kim, who’s hopeful that she can find her place as Welcome [MASK] Plathville season 5 continues on, has to find humility before she can move forward.
To,Too,Two,to,too,two	To	two	This Winter's Energy Bills Set [MASK] Be 'As Bad, If Not Worse Than Last Winter'
To,Too,Two,to,too,two	To	two	Biden Is Still Trying [MASK] Ban Federal Oil, Gas Leasing https://t.
To,Too,Two,to,too,two	To	two	“[MASK] abandon an alley, you have to say there is no public purpose,” he said.
To,Too,Two,to,too,two	To	two	“[MASK] have as many people there as possible would be fantastic, there’s going to be a very competitive game and I am sure they are looking forward to it as much as we are.”
To,Too,Two,to,too,two	To	two	“[MASK] restore the House’s direct link to the public and to foster greater diversity among members and the Electoral College, we must increase the number of representatives.”
To,Too,Two,to,too,two	Too	To	“[MASK] many people talk about the strikers in Manchester United and say we never score goals,” argued the Argentinian.
To,Too,Two,to,too,two	Too	Two	“[MASK] many people talk about the strikers in Manchester United and say we never score goals,” argued the Argentinian.
To,Too,Two,to,too,two	Too	to	“[MASK] many people talk about the strikers in Manchester United and say we never score goals,” argued the Argentinian.
To,Too,Two,to,too,two	Too	two	“[MASK] many people talk about the strikers in Manchester United and say we never score goals,” argued the Argentinian.
To,Too,Two,to,too,two	to	Too	To see more or [MASK] join, visit the Leader Camera Club Facebook group.
To,Too,Two,to,too,two	to	Too	I remember the days where we used [MASK] Bluetooth songs to each other’s Blackberries and Tinchy’s Number 1 and Never Leave You were played on repeat.
To,Too,Two,to,too,two	to	Too	As the tech sector keeps laying people off by volume, the “Learn [MASK] code” is tired, and “Learn to make a burrito” is wired.
To,Too,Two,to,too,two	to	Too	“But I must emphasize: [MASK] mock, belittle or to be unkind in any way possible at the expense of others is: Simply.
To,Too,Two,to,too,two	to	Too	How Does ‘NCIS’ Hold Up When Franchise Ventures [MASK] Australia?
To,Too,Two,to,too,two	to	Two	And free agency has given us the ability in areas [MASK], man, we can do whatever we need to do in the draft.
To,Too,Two,to,too,two	to	Two	‘Get ready for us’: Wagner fighters send chilling revenge message [MASK]…
To,Too,Two,to,too,two	to	Two	The rapper was initially hit with ten different charges and she ultimately pleaded guilty [MASK] two misdemeanours.
To,Too,Two,to,too,two	to	Two	As the tech sector keeps laying people off by volume, the “Learn [MASK] code” is tired, and “Learn to make a burrito” is wired.
To,Too,Two,to,too,two	to	Two	As the tech sector keeps laying people off by volume, the “Learn to code” is tired, and “Learn [MASK] make a burrito” is wired.
To,Too,Two,to,too,two	to	Two	“But I must emphasize: [MASK] mock, belittle or to be unkind in any way possible at the expense of others is: Simply.
To,Too,Two,to,too,two	to	Two	How Does ‘NCIS’ Hold Up When Franchise Ventures [MASK] Australia?
To,Too,Two,to,too,two	to	Two	'What else are we supposed to call them if we aren't married, and too old [MASK] go with something juvenile like lover.
To,Too,Two,to,too,two	to	Two	The president will travel [MASK]…
To,Too,Two,to,too,two	to	Two	But if you look at the media this story was leaked [MASK] I see dirty Democrat fingerprints everywhere.
To,Too,Two,to,too,two	to	too	To see more or [MASK] join, visit the Leader Camera Club Facebook group.
To,Too,Two,to,too,two	to	too	I remember the days where we used [MASK] Bluetooth songs to each other’s Blackberries and Tinchy’s Number 1 and Never Leave You were played on repeat.
To,Too,Two,to,too,two	to	too	The rapper was initially hit with ten different charges and she ultimately pleaded guilty [MASK] two misdemeanours.
To,Too,Two,to,too,two	to	too	“But I must emphasize: [MASK] mock, belittle or to be unkind in any way possible at the expense of others is: Simply.
To,Too,Two,to,too,two	to	too	How Does ‘NCIS’ Hold Up When Franchise Ventures [MASK] Australia?
To,Too,Two,to,too,two	to	too	Nathan was once married [MASK] two women, as Kody mentioned, but currently is down to one wife, Rebekah Dilts, who happens to be Meri Brown’s sister.
To,Too,Two,to,too,two	to	two	Nuggets sports broadcaster Bill Hanzlik showed up to present the father and son with a surprise — two tickets [MASK] attend Game 1 in-person.
To,Too,Two,to,too,two	to	two	And free agency has given us the ability in areas [MASK], man, we can do whatever we need to do in the draft.
To,Too,Two,to,too,two	to	two	The company has a market capitalization of $4.18 billion, a price-[MASK]-earnings ratio of 35.19, a price-to-earnings-growth ratio of 1.99 and a beta of 0.88.
To,Too,Two,to,too,two	to	two	‘Get ready for us’: Wagner fighters send chilling revenge message [MASK]…
To,Too,Two,to,too,two	to	two	The rapper was initially hit with ten different charges and she ultimately pleaded guilty [MASK] two misdemeanours.
To,Too,Two,to,too,two	to	two	As the tech sector keeps laying people off by volume, the “Learn to code” is tired, and “Learn [MASK] make a burrito” is wired.
To,Too,Two,to,too,two	to	two	The chance of a game was grasped by the girls who managed [MASK] field two nine-aside teams to compete for the Bulls v Sharks trophy.
To,Too,Two,to,too,two	to	two	“But I must emphasize: [MASK] mock, belittle or to be unkind in any way possible at the expense of others is: Simply.
To,Too,Two,to,too,two	to	two	How Does ‘NCIS’ Hold Up When Franchise Ventures [MASK] Australia?
To,Too,Two,to,too,two	to	two	The firm has a market capitalization of $3.01 billion, a price-[MASK]-earnings ratio of 8.93, a price-to-earnings-growth ratio of 0.55 and a beta of 1.67.
To,Too,Two,to,too,two	to	two	'What else are we supposed to call them if we aren't married, and too old [MASK] go with something juvenile like lover.
To,Too,Two,to,too,two	to	two	The president will travel [MASK]…
To,Too,Two,to,too,two	to	two	But if you look at the media this story was leaked [MASK] I see dirty Democrat fingerprints everywhere.
To,Too,Two,to,too,two	too	To	Now we get to the timeliness — and Novey’s knack for being on theme without ever being [MASK] on the nose.
To,Too,Two,to,too,two	too	Two	It could happen in the way that it’s subtly planted and then, I hope not [MASK] over the top, acting- and camera-wise.”
To,Too,Two,to,too,two	too	two	It could happen in the way that it’s subtly planted and then, I hope not [MASK] over the top, acting- and camera-wise.”
To,Too,Two,to,too,two	two	Too	The spokesperson said: "There are three options to supportsafer crossings on St Leonard's Road [MASK] options for cyclists and pedestrians at the roundabout and proposals for two junctions on the Grantown Road.
To,Too,Two,to,too,two	two	Too	She also helped lead the girls basketball and softball teams [MASK] section championships.
To,Too,Two,to,too,two	two	Too	NEW food hygiene ratings have been awarded to a Halesowen dessert shop and [MASK] other establishments, the Food Standards Agency’s website shows.
To,Too,Two,to,too,two	two	to	EQT Co. has a fifty-[MASK] week low of $20.63 and a fifty-two week high of $51.97.
To,Too,Two,to,too,two	two	to	EQT Co. has a fifty-two week low of $20.63 and a fifty-[MASK] week high of $51.97.
To,Too,Two,to,too,two	two	to	Matt Boulerice, who is running for Waterville mayor, has been our landlord for close to [MASK] years.
To,Too,Two,to,too,two	two	too	The spokesperson said: "There are three options to supportsafer crossings on St Leonard's Road [MASK] options for cyclists and pedestrians at the roundabout and proposals for two junctions on the Grantown Road.
To,Too,Two,to,too,two	two	too	She also helped lead the girls basketball and softball teams [MASK] section championships.
To,Too,Two,to,too,two	two	too	NEW food hygiene ratings have been awarded to a Halesowen dessert shop and [MASK] other establishments, the Food Standards Agency’s website shows.
Weather,Whether,weather,whether	Whether	Weather	“[MASK] couples are reaffirming their commitment to each other on a milestone anniversary, or exchanging vows for the very first time, it’s an honor that Skydeck is able to play a role in couple’s love stories.”
Weather,Whether,weather,whether	Whether	weather	“[MASK] couples are reaffirming their commitment to each other on a milestone anniversary, or exchanging vows for the very first time, it’s an honor that Skydeck is able to play a role in couple’s love stories.”
Were,Where,were,where	Where	Were	[MASK] the club belongs.
Were,Where,were,where	Where	Were	“[MASK] the businesses did not file the outstanding returns or address other compliance issues after being given a reasonable opportunity to do so, Revenue rescinded their tax clearance,” he said.
Were,Where,were,where	Where	were	[MASK] the club belongs.
Were,Where,were,where	where	Were	Do you remember [MASK] you were?
With,width,with	With	width	“[MASK] 16 runners, you would expect the pace to be steady and with him, you would probably prefer to draw there than one or two.
With,width,with	With	width	The Demon is hosting "An Evening [MASK] Gene Simmons" at the Rio Hotel and Casino, home of the and Kiss by Monster Mini Golf course.
With,width,with	With	width	[MASK] Arab Republic of Egypt in North Africa, it has been in the works for several years and has a chequered history.
With,width,with	With	width	“[MASK] this latest release, we have closed that gap so that our customers who might otherwise have needed a standalone VDR can now get everything they need through a single, intuitive content platform.
With,width,with	With	width	“[MASK] so many eligible organizations—more than 1 million globally—our ability to have an impact was often spread too thin.”
With,width,with	With	width	‘[MASK] a new crew working at Good Burger, Dex devises a plan to get back on his feet but unfortunately puts the fate of Good Burger at risk once again.’
With,width,with	With	width	Kylie Minogue on stage at the Royal Albert Hall for An Audience [MASK] …
With,width,with	With	width	“[MASK] server-side destruction and movement, almost everything in The Finals can be wrecked.
With,width,with	with	width	There are two models available right now â€” the Long Range, with 330 miles of range, and the Performance, [MASK] 303 miles of range.
Word,World,word,world	World	Word	Nearly a decade later, Benzina has now become the first player to wear a headscarf at the World Cup as she was picked to start in a 1-0 win over South Korea – her nation’s first victory at a Women’s [MASK] Cup.
Word,World,word,world	world	Word	On Monday Djokovic will enjoy a ridiculous 400th week at [MASK] No 1, now 90 weeks greater than Federer in second place.
Word,World,word,world	world	word	On Monday Djokovic will enjoy a ridiculous 400th week at [MASK] No 1, now 90 weeks greater than Federer in second place.
You,Your,you,your	You	Your	I guess it’s true what they say: “[MASK] can’t fix unlikable.”
You,Your,you,your	You	Your	“[MASK] try and go back to reset, and you can’t.
You,Your,you,your	You	Your	“[MASK] can see how hard Alexandria is trying to listen compassionately across the lines of this conflict,” said Brad Lander, the left-leaning New York City comptroller who is the highest-ranking Jewish city official.
You,Your,you,your	You	Your	“[MASK] know, there is a simple solution to all of this.
You,Your,you,your	You	Your	“[MASK] can see the trail of water seeping from the garbage into some people’s apartments.”
You,Your,you,your	You	Your	‘[MASK] obviously don’t want to do that but we needed to get the full-back on.
You,Your,you,your	You	Your	“[MASK] see this in nursing, as well,” she said.
You,Your,you,your	You	Your	“[MASK] know you’re right and the other side is a bunch of misguided weirdos.
You,Your,you,your	You	Your	United’s head coach said: “[MASK] get an element of fearlessness and I think that’s what we need at the minute, in terms of people not playing with any fear, being brave, stepping up and making the most of the opportunity they get.
You,Your,you,your	You	Your	I said, ‘God, can [MASK] just spare me some more time so I can get to see them grow?’
You,Your,you,your	You	Your	‘[MASK] have to deal with them but it’s one of the best teams in the league at doing that.
You,Your,you,your	You	your	I guess it’s true what they say: “[MASK] can’t fix unlikable.”
You,Your,you,your	You	your	“[MASK] try and go back to reset, and you can’t.
You,Your,you,your	You	your	“[MASK] can see how hard Alexandria is trying to listen compassionately across the lines of this conflict,” said Brad Lander, the left-leaning New York City comptroller who is the highest-ranking Jewish city official.
You,Your,you,your	You	your	“[MASK] know, there is a simple solution to all of this.
You,Your,you,your	You	your	“[MASK] can see the trail of water seeping from the garbage into some people’s apartments.”
You,Your,you,your	You	your	‘[MASK] obviously don’t want to do that but we needed to get the full-back on.
You,Your,you,your	You	your	“[MASK] see this in nursing, as well,” she said.
You,Your,you,your	You	your	“[MASK] know you’re right and the other side is a bunch of misguided weirdos.
You,Your,you,your	You	your	United’s head coach said: “[MASK] get an element of fearlessness and I think that’s what we need at the minute, in terms of people not playing with any fear, being brave, stepping up and making the most of the opportunity they get.
You,Your,you,your	You	your	I said, ‘God, can [MASK] just spare me some more time so I can get to see them grow?’
You,Your,you,your	You	your	‘[MASK] have to deal with them but it’s one of the best teams in the league at doing that.
You,Your,you,your	Your	You	“This is the boldness we have, [MASK] Excellency.
You,Your,you,your	Your	you	“This is the boldness we have, [MASK] Excellency.
You,Your,you,your	you	Your	Probably not a real good look for you trade demand that [MASK]’re posting a pic excited with OBJ being a Raven.
You,Your,you,your	you	your	Probably not a real good look for you trade demand that [MASK]’re posting a pic excited with OBJ being a Raven.
You,Your,you,your	your	You	In the last 10 years, [MASK] Exchange benefit has provided $3.5 billion in earnings for critical military Quality-of-Life programs.
You,Your,you,your	your	you	In the last 10 years, [MASK] Exchange benefit has provided $3.5 billion in earnings for critical military Quality-of-Life programs.
