result	index	org_token	org_suggestion	masked_sentence	diff_certainty
FN	70042481	dar	war	Diese Umgebung stellt eine komplette Kopie des alten Mac OS 9.2 unter Mac OS X [MASK] und ist auf späteren, intelbasierten Macintoshs nicht verfügbar, da Mac OS 9 nie auf x86-Hardware lauffähig war.	0.91014547
FN	23604890	gegeben	ergeben	Hier hat sich keine wesentliche Neuerung außer Modifizierungen der Glühkerzen [MASK].	0.02625193
TP	42013365	Stat	Start	Die Glühkerzen des Dieselmotors bzw. Mehrstoffmotors sind nur Hilfsmittel zum Kaltstart alternativ können auch hochentzündliche Startbrennstoffe beim [MASK] zugespeißt werden.	0.01902158
TP	12717797	Angel	Ángel	Latina Los Cármenes, Puerta del [MASK], Lucero, Aluche, Las Águilas, Campamento, Cuatro Vientos 11.Carabanchel Comillas, Opañel, San Isidro, Vista Alegre, Puerta Bonita, Buenavista, Abrantes 12. Usera Orcasitas, Orcasur, San Fermín, Almendrales, Moscardó, Zofio, Pradolongo 13. Puente de Vallecas Entrevías, San Diego, Palomeras Bajas, Palomeras Sureste, Portazgo, Numancia 14.	0.00475477
FN	25417148	führt	führen	Die zunehmende Haltung von Rindern und der häufige Reisanbau [MASK] zu einer Verstärkung des Treibhauseffektes.	0.02466009
TP	40776631	aus	hin	Das inzwischen sehr umfangreiche Fundmaterial vor allem auch in Nahost weist auf eine Koexistenz dieser genetisch primär sehr unterschiedlichen biologischen Arten [MASK].	0.35292777
FN	30544062	trägt	tritt	Paul Schwenk, Politiker KPD , Mitglied des preußischen Landtages, † 22. August 1960 in Berlin 1885, 17. Januar, Willy Anker , SPD-Ortsvorsitzender 1923-1933, [MASK] am 6.Mai 1945 trotz angedrohter Erschießung entscheidend zur kampflosen Übergabe Meißens an die Rote Armee bei.	0.00046313
TP	43798531	ward	wird	Nachdem Protis an Land gegangen war, um sich mit der schönen Ligurerin Gyptis zu vereinen, [MASK] Marseille gegründet.	0.07916470
FN	73415657	Tod	Sex	Nach dem [MASK] des letzten Großherzogs vermachte seine überlebende Schwester Anna Maria Luisa de’ Medici 1667–1743 die gesammelten Kunstschätze der Medici der Stadt Florenz.	0.69584655
TP	73429395	Sex	Tod	Nach dem [MASK] des letzten Großherzogs vermachte seine überlebende Schwester Anna Maria Luisa de’ Medici 1667–1743 die gesammelten Kunstschätze der Medici der Stadt Florenz.	0.69584655
FN	18486913	Vereinigten	Vereinigte	Der Streit wurde dabei diplomatisch durch die Vermittlung der [MASK] Staaten von Amerika und der EU entschärft.	0.99583029
FN	47475493	Westen	Osten	Bewaldet sind im Wesentlichen nur die Mittelgebirge im Süden und [MASK] des Landes.	0.02318726
TP	43591280	heit	heißt	Im VwVfG [MASK] es in §23 1	0.12318758
FN	65495637	Formen	Frauen	Für die verschiedenen [MASK] von nichtstaatlichen Organisationen haben sich teilweise eigene Fachbegriffe eingebürgert, darunter Internationale Nichtregierungsorganisation engl.International Non governmental organisation&nbsp;– INGO , z. &nbsp;B. Amnesty International Wirtschaftsorientierte nichtstaatliche Organisationen engl.	0.23420461
TP	66726790	Frauen	Formen	Für die verschiedenen [MASK] von nichtstaatlichen Organisationen haben sich teilweise eigene Fachbegriffe eingebürgert, darunter Internationale Nichtregierungsorganisation engl.International Non governmental organisation&nbsp;– INGO , z. &nbsp;B. Amnesty International Wirtschaftsorientierte nichtstaatliche Organisationen engl.	0.23420461
FN	188771	aus	nach	Entgegen dem internationalem Trend denkt die Regierung über eine Ausweitung der Wehrpflicht auf Frauen [MASK].	0.00880700
TP	21391375	Satz	Sitz	Der provisorische irakische Regierungsrat erhält einen [MASK] in der Arabischen Liga;	0.43070664
FN	65115	Vater	Pater	Sein [MASK] verschaffte Napoléon eine Erziehung in Frankreich.	0.58696308
TP	171307	Pater	Vater	Sein [MASK] verschaffte Napoléon eine Erziehung in Frankreich.	0.58696308
FN	23036133	gehen	fahren	Mit zwölf Jahren hegte er den Wunsch, zur See zu [MASK].	0.06383047
FN	22203591	statt	steht	Nach dem Ende des Banketts richtet traditionell die Studentenvereinigung einer der Stockholmer Hochschulen ein aufwändiges Fest aus, das unter einem bestimmten Thema [MASK].	0.03329988
FN	26140084	County	Country	Größte Städte Stadt [MASK] Einwohner	0.00001091
FN	26527206	Country	County	Größte Städte Stadt [MASK] Einwohner	0.00001091
TP	52334725	States	Staates	BSP des [MASK] New York ca. 900 Mrd.US-Dollar	0.09226131
TP	70649467	volumen	volumes	The Zoological Society of London, [MASK] 1–10, London.	0.01672699
FN	57018671	wird	fand	Die 81. Oscarverleihung für das Filmjahr 2008 [MASK] am 22.Februar 2009 stattfinden.	0.00002659
FN	14415687	Moderne	Andere	[MASK] Formen	0.00003218
FN	1839606	Stadt	Staat	Dieser Artikel befasst sich mit dem [MASK] Ottawa, andere Bedeutungen unter Ottawa Begriffsklärung .Ottawa ist die Hauptstadt von Kanada.	0.02750933
FN	5746824	Organisation	Organization	Die Abkürzung OECD steht für [MASK] for Economic Co-operation and Development englisch	0.11221085
FN	14211216	hören	ren	Einige Eidechsen- und Salamanderarten [MASK] mit Brustkorb und Lunge.	0.00018273
TP	14339311	ren	hören	Einige Eidechsen- und Salamanderarten [MASK] mit Brustkorb und Lunge.	0.00018273
TP	17372124	Spiele	Spielen	Der Begriff der Olympiade wird seit 1896 seit den ersten Olympischen [MASK] der Neuzeit wieder für diesen Zeitraum geprägt.	0.98702471
FN	31145343	Stil	Still	Er entdeckte Hymnen des Mesomedes, die heute verloren sind, und schrieb ein Traktat gegen die niederländische Polyphonie&nbsp;– einer der deutlichsten Beweise für den gewünschten musikalischen [MASK].	0.13761600
TP	31393039	Still	Stil	Er entdeckte Hymnen des Mesomedes, die heute verloren sind, und schrieb ein Traktat gegen die niederländische Polyphonie&nbsp;– einer der deutlichsten Beweise für den gewünschten musikalischen [MASK].	0.13761600
TP	41029296	Opfer	Oper	Entstehung der [MASK] thumb Claudio Monteverdi	0.00185843
TP	470754	West	Westen	Begrenzt wird es im Osten durch den Schwarzwald, im Westen durch die Vogesen, weiter rheinabwärts durch den Pfälzer Wald im [MASK] und den Odenwald im Osten.	0.28191438
FN	45641248	Zweig	Zwei	Popmusik ist der lukrativste [MASK] der Musikindustrie.	0.00027593
TP	45707570	Zwei	Zweig	Popmusik ist der lukrativste [MASK] der Musikindustrie.	0.00027593
FN	38794857	Texte	Werke	Nach deutschem Recht wird der Begriff Gemeinfreiheit auch und besonders für amtliche [MASK] gebraucht, die von vornherein keinen oder nur eingeschränkten Urheberrechtsschutz genießen UrhG	0.00016253
FN	9841024	Brett	Brad	Einmal, bevor er [MASK] erschießt und einmal, während er Pumpkin einen Vortrag über seinen Sinneswandel hält.	0.00004998
FN	30194707	Brad	Brett	Einmal, bevor er [MASK] erschießt und einmal, während er Pumpkin einen Vortrag über seinen Sinneswandel hält.	0.00004998
TP	30875256	Buch	Butch	Als Butch Maynard ersticht und dann Zed mit dem Schwert bedroht sieht man das Schwert auf vor der Szene in der es [MASK] umdreht auf Zed zeigen.	0.01413376
TP	10944509	Rechts	Rechte	Gleichwohl wurden diese [MASK] vom Zaren nicht respektiert.	0.00077436
